400,2,12,0,0,1
400,3,13,0,0,2
400,4,12,0,0,3
400,5,11,0,0,4
400,6,10,0,0,5
400,7,9,0,0,6
400,8,7,0,0,7
400,9,6,0,0,8
400,10,5,0,0,9
400,11,3,0,0,10
400,12,3,0,0,11
401,1,2,0,1,12
401,1,31,0,0,1
401,3,2,0,0,2
401,4,1,0,0,3
401,4,30,0,0,4
401,5,30,0,0,5
401,6,28,0,0,6
401,7,28,0,0,7
401,8,26,0,0,8
401,9,25,0,0,9
401,10,24,0,0,10
401,11,23,0,0,11
401,12,22,0,0,12
402,1,21,1,1,12
402,2,19,0,0,1
402,3,21,0,0,2
402,4,19,0,0,3
402,5,19,0,0,4
402,6,18,0,0,5
402,7,17,0,0,6
402,8,16,0,0,7
402,9,14,0,0,8
402,10,14,0,0,9
402,11,12,0,0,10
402,12,12,0,0,11
403,1,10,0,1,12
403,2,9,0,0,1
403,3,10,0,0,2
403,4,9,0,0,3
403,5,8,0,0,4
403,6,7,0,0,5
403,7,6,0,0,6
403,8,5,0,0,7
403,9,4,0,0,8
403,10,3,0,0,9
403,11,2,0,0,10
403,12,1,0,0,11
403,12,31,0,0,12
404,1,29,0,0,1
404,2,28,0,0,2
404,3,28,0,0,3
404,4,26,0,0,4
404,5,26,0,0,5
404,6,24,1,0,5
404,7,24,0,0,6
404,8,23,0,0,7
404,9,21,0,0,8
404,10,21,0,0,9
404,11,20,0,0,10
404,12,19,0,0,11
405,1,18,0,1,12
405,2,16,0,0,1
405,3,18,0,0,2
405,4,16,0,0,3
405,5,15,0,0,4
405,6,14,0,0,5
405,7,13,0,0,6
405,8,12,0,0,7
405,9,10,0,0,8
405,10,10,0,0,9
405,11,9,0,0,10
405,12,9,0,0,11
406,1,7,0,1,12
406,2,6,0,0,1
406,3,7,0,0,2
406,4,6,0,0,3
406,5,5,0,0,4
406,6,3,0,0,5
406,7,3,0,0,6
406,8,1,0,0,7
406,8,30,0,0,8
406,9,29,0,0,9
406,10,29,0,0,10
406,11,28,0,0,11
406,12,27,0,0,12
407,1,26,0,0,1
407,2,25,0,0,2
407,3,26,0,0,3
407,4,25,0,0,4
407,5,24,1,0,4
407,6,22,0,0,5
407,7,22,0,0,6
407,8,20,0,0,7
407,9,18,0,0,8
407,10,18,0,0,9
407,11,17,0,0,10
407,12,16,0,0,11
408,1,15,0,1,12
408,2,14,0,0,1
408,3,15,0,0,2
408,4,13,0,0,3
408,5,13,0,0,4
408,6,11,0,0,5
408,7,10,0,0,6
408,8,9,0,0,7
408,9,7,0,0,8
408,10,6,0,0,9
408,11,5,0,0,10
408,12,5,0,0,11
409,1,3,0,1,12
409,2,2,0,0,1
409,3,4,0,0,2
409,4,2,0,0,3
409,5,2,0,0,4
409,6,1,0,0,5
409,6,30,0,0,6
409,7,29,0,0,7
409,8,28,0,0,8
409,9,26,0,0,9
409,10,25,0,0,10
409,11,24,0,0,11
409,12,23,0,0,12
410,1,22,0,0,1
410,2,21,0,0,2
410,3,22,1,0,2
410,4,21,0,0,3
